GeneID
499304911
499304936
499305115
499305126
499305132
499305142
499305437
499305464
499305532
499305620
499305703
499305866
499305896
499305919
499306426
499306574
499307100
499307237
499307480
499307489
499307519
499307622
499307978
499308206
499308311
499308412
499308878
499308906
499309332
499309421
499309599
499309644
499309956
499310011
499310057
499310060
499310245
499310333
499310406
499310579
499310960
499310978
499311570
499311615
499311657
499311705
499311925
499312073
499312403
499312467
499312730
499312756
499312766
499312767
499313125
499313261
499313466
499313470
499313481
499313920
499313926
499314250
499314306
499314408
499314478
499314810
499315021
499315186
499315280
499315451
499315513
499315517
499315649
499315726
499316082
499316275
499316306
499316469
499316870
499316880
499316982
499316992
499317073
499317150
499317160
499317525
499317616
499317687
499317793
499318247
499318380
499318459
499318685
499318739
499318754
499318756
499318761
499318782
499318836
499318982
499319002
499319200
499319205
499319441
499319507
499319746
499319850
499319856
499319890
499320130
499320152
499320174
499320351
499320425
499320429
499320770
499320772
499320786
499320990
499321079
499321112
499321174
499321175
499321264
499321312
499321336
499321385
499321425
499321556
499321679
499321722
499321858
499322373
499322529
499322722
499322918
499323076
499323171
499323252
499323513
499323535
499323592
499323604
499323898
499324271
499324272
499325184
499325206
499325444
499326041
499326073
499326129
499326154
499326155
499326174
499326226
499326506
499326538
499326753
499326813
499326845
499327106
499327286
499327448
499328012
499328118
499329062
499329138
499329357
499329437
499329451
499329456
499329561
499329579
499329630
499329720
499329724
499330020
499330059
499330128
499330147
499330272
499330791
499330900
499331026
499331031
499331241
499331296
499331301
499331335
499331383
499331542
499331629
499331853
499331969
499332071
499332267
499332288
499332348
499333152
499333171
499333183
499333203
499333238
499333339
499333362
499333621
499333760
499334148
499334249
499334326
499334387
499334481
499334641
499334674
499334760
499334761
499334784
499334790
499334801
499334933
499335137
499335367
499335478
499335480
499335759
499335786
499335789
499335823
499336122
499336356
499336597
499336681
499336727
499336732
499336734
499336738
499336743
499336865
499337229
499337315
499337507
499337579
499337901
499338436
499338466
499338475
499338742
499338850
499338866
499338869
499339024
499339026
499339038
499339040
499339214
499339290
499339340
499339412
499339509
499339677
499339787
499339865
499339983
499340033
499340444
499340447
499340676
499340943
499341298
499341395
499341635
499341645
499342029
499342203
499342454
499342509
499342510
499342529
499342767
499343176
499343177
499343189
499343192
499343249
499343313
499343683
499344021
499344126
499344127
499344137
499344187
499344314
499344423
499344424
499344432
499344433
499344551
499344597
499344906
499344921
499345070
499345130
499345143
499345209
499345262
499345265
499345413
499345512
499345537
499345799
499345864
499346044
499346481
499346517
499346647
499346700
499346977
499347017
499347185
499347196
499347305
499347414
499347482
499347639
499347707
499347841
499347906
499348196
499348244
499348267
499348283
499348307
499348458
499348535
499348755
499348859
499348903
499348908
499349629
499349634
499349698
499349776
499349784
499349888
499349897
499350298
499350493
499350574
499350814
499350936
499351099
499351554
499352110
499352268
499352287
499352719
499352953
499353155
499353257
499353477
499353769
499353773
499353777
499353780
499353790
499353795
499353983
499354005
499354273
499354709
499355028
499355030
499355032
499355036
499355042
499355045
499355047
499355048
499355049
499355051
499355053
499355054
499355058
499355061
